, ID,Nationality,Age,DaysSinceCreation,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,DaysSinceFirstStay,DistributionChannel,MarketSegment,SRHighFloor,SRLowFloor,SRAccessibleRoom,SRMediumFloor,SRBathtub,SRShower,SRCrib,SRKingSizeBed,SRTwinBed,SRNearElevator,SRAwayFromElevator,SRNoAlcoholInMiniBar,SRQuietRoom
0,1,PRT,51,150,45,371.0,105.3,1,0,3,8,5,151,1074,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
178,375,PRT,67,1091,0,59.0,6.0,0,0,1,1,1,1092,1092,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
180,379,PRT,44,1091,2,1086.0,162.0,0,1,11,22,18,189,1084,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
193,403,FRA,38,1089,20,219.0,52.5,0,0,1,3,3,1092,1092,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
195,406,FRA,63,1089,20,219.0,33.0,0,0,1,3,3,1092,1092,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
200,413,ESP,44,1088,5,386.0,30.5,0,0,2,4,4,587,1090,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
248,504,PRT,31,1081,2,59.0,9.0,0,0,1,1,1,1082,1082,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
249,505,PRT,31,1081,2,59.0,9.0,0,0,1,1,1,1082,1082,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
250,506,PRT,27,1081,2,59.0,9.0,0,0,1,1,1,1082,1082,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
291,569,PRT,47,1077,79,355.0,81.0,3,0,7,12,11,785,1078,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
296,574,FRA,38,1076,20,146.0,19.0,0,0,1,2,2,1078,1078,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
297,575,PRT,53,1076,1,1123.0,425.5,1,0,11,11,11,404,1077,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
315,601,PRT,56,1075,7,795.0,1350.0,0,0,8,13,10,113,1077,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
323,613,PRT,51,1074,3,59.0,9.0,0,0,1,1,1,1075,1075,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
324,614,PRT,49,1074,3,59.0,46.0,0,0,1,1,1,1075,1075,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
355,668,PRT,62,1070,4,50.0,30.3,0,0,1,2,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
357,670,PRT,45,1070,21,1132.0,181.5,0,0,5,22,10,96,1072,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
359,672,BRA,76,1070,4,50.0,16.5,0,0,1,2,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
360,674,PRT,50,1070,4,50.0,14.0,0,0,1,2,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
361,675,PRT,37,1070,4,52.0,7.0,0,0,1,1,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
362,676,PRT,78,1070,4,52.0,7.0,0,0,1,1,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
365,680,PRT,37,1070,4,150.0,42.0,0,0,1,2,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
366,683,PRT,6,1070,4,50.0,14.0,0,0,1,2,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
368,686,BRA,38,1070,4,52.0,7.0,0,0,1,1,1,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
370,688,BRA,52,1069,33,300.0,128.0,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
373,694,ARG,77,1069,33,300.0,84.0,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
374,696,BRA,70,1069,33,300.0,93.99,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
375,697,ITA,43,1069,33,300.0,96.5,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
376,699,ARG,73,1069,33,444.0,126.0,0,0,1,6,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
377,700,ESP,33,1069,33,312.0,42.0,0,0,1,2,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
378,701,BRA,31,1069,33,444.0,126.0,0,0,1,6,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
379,704,BRA,62,1069,33,444.0,133.5,0,0,1,6,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
380,707,ARM,55,1069,33,300.0,90.5,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
381,708,BRA,64,1069,33,300.0,86.5,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
382,710,BRA,55,1069,32,814.0,233.0,0,0,1,9,3,1072,1072,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
383,713,PRT,58,1069,33,312.0,42.0,0,0,1,2,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
384,714,ARG,56,1069,33,444.0,126.0,0,0,1,6,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
385,717,CHL,77,1069,33,312.0,42.0,0,0,1,2,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
386,718,ARG,54,1069,32,450.0,160.0,0,0,1,6,3,1072,1072,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
387,721,FRA,45,1069,15,73.0,7.0,0,0,1,1,1,1070,1070,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
388,722,FRA,41,1069,15,73.0,7.0,0,0,1,1,1,1070,1070,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
389,723,FRA,51,1069,40,146.0,46.6,0,0,1,2,2,1071,1071,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
394,733,BRA,23,1069,33,300.0,92.5,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
396,737,ESP,57,1069,33,0.0,6.0,0,0,1,2,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
397,739,BRA,56,1069,33,300.0,84.0,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
398,741,BRA,53,1069,33,300.0,84.0,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
399,743,BRA,29,1069,33,300.0,84.0,0,0,1,4,2,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
402,749,ITA,51,1068,15,146.0,16.5,0,0,1,2,2,1070,1070,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
403,750,BRA,54,1068,33,666.0,302.5,0,0,1,9,3,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
404,752,BRA,65,1068,33,450.0,161.0,0,0,1,6,3,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
405,755,ITA,70,1068,0,146.0,16.5,0,0,1,2,2,1070,1070,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
407,757,FRA,38,1068,8,368.0,95.6,0,0,2,5,5,671,1070,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
408,758,FRA,51,1068,12,219.0,78.5,0,0,2,3,3,740,1069,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
417,776,BRA,60,1067,33,600.0,168.0,0,0,1,8,4,1071,1071,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
435,800,PRT,50,1067,9,251.0,70.0,0,0,2,6,3,209,1069,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
460,844,PRT,47,1065,17,177.0,77.0,0,0,3,3,3,167,1066,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
484,890,FRA,37,1063,13,146.0,34.0,0,0,1,2,2,1065,1065,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
485,891,PRT,46,1063,3,327.22,129.3,0,0,2,4,4,930,1064,Corporate,Corporate,0,0,0,1,0,0,0,1,0,0,0,0,0
486,892,PRT,45,1063,9,118.0,14.0,0,0,1,2,2,1065,1065,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
499,915,ESP,49,1062,15,59.0,7.0,0,0,1,1,1,1063,1063,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
503,921,PRT,19,1061,3,128.0,18.0,0,0,2,2,2,1034,1062,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
519,948,PRT,52,1060,31,126.0,39.0,0,0,1,2,1,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
521,950,PRT,45,1059,31,128.0,14.0,0,0,1,2,2,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
522,951,PRT,41,1059,31,126.0,46.0,0,0,1,4,2,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
524,955,PRT,44,1059,31,126.0,46.0,0,0,1,4,2,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
526,960,PRT,48,1059,31,126.0,46.0,0,0,1,4,2,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
528,963,PRT,51,1059,31,126.0,28.0,0,0,1,4,2,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
530,967,PRT,70,1059,31,128.0,193.24,0,0,1,2,2,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
534,974,KOR,64,1058,15,316.0,49.5,0,0,1,2,2,1060,1060,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
535,975,FIN,56,1058,7,316.0,26.0,0,0,1,2,2,1060,1060,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
536,976,CHE,61,1058,16,79.0,7.0,0,0,1,1,1,1059,1059,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
537,977,CHN,54,1058,13,790.0,64.0,0,0,1,4,4,1062,1062,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
540,983,FRA,66,1058,2,178.0,16.0,0,0,1,2,2,1060,1060,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
543,989,DNK,62,1058,13,1660.0,345.5,0,0,1,8,4,1062,1062,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
544,990,FRA,56,1058,13,790.0,772.0,0,0,1,4,4,1062,1062,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
545,991,GRC,65,1058,14,490.0,80.0,0,0,1,6,3,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
546,993,FRA,60,1058,15,158.0,21.5,0,0,1,2,2,1060,1060,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
547,994,BRA,49,1058,13,632.0,92.8,0,0,1,4,4,1062,1062,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
551,1002,NOR,56,1058,7,316.0,26.0,0,0,1,2,2,1060,1060,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
555,1010,BRA,69,1058,13,376.0,44.5,0,0,1,4,4,1062,1062,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1013,USA,61,1057,15,470.0,33.0,0,0,1,3,3,1060,1060,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1037,AUT,57,1057,15,415.0,115.5,0,0,1,6,3,1060,1060,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
570,1040,POL,67,1057,14,632.0,52.0,0,0,1,4,4,1061,1061,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
666,1232,PRT,46,1054,4,285.9,141.8,0,0,2,3,2,951,1055,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
668,1234,PRT,70,1054,0,192.0,28.5,0,0,1,1,1,1055,1055,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
685,1267,PRT,58,1053,2,348.0,84.0,0,0,1,4,2,1055,1055,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
696,1286,ITA,43,1051,1,219.0,18.0,0,0,1,1,1,1052,1052,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
697,1287,ITA,36,1051,1,219.0,18.0,0,0,1,1,1,1052,1052,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1292,ITA,43,1051,1,219.0,19.0,0,0,1,1,1,1052,1052,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
701,1293,ITA,63,1051,1,219.0,19.0,0,0,1,1,1,1052,1052,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
769,1441,FRA,51,1048,17,705.0,207.5,0,0,5,9,9,382,1049,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
775,1451,PRT,64,1048,4,0.0,59.94,0,0,2,3,3,966,1050,Corporate,Complementary,0,0,0,0,0,0,0,1,0,0,0,0,0
972,1761,PRT,33,1041,56,708.0,82.0,0,0,6,6,6,918,1042,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
995,1809,GBR,44,1040,6,237.0,35.0,0,0,4,4,4,601,1040,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1012,1844,PRT,33,1039,2,1121.0,183.0,0,0,6,17,17,903,1042,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1015,1850,PRT,52,1039,5,146.0,39.0,0,0,1,2,2,1041,1041,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,1860,PRT,35,1039,6,73.0,11.5,0,0,1,1,1,1040,1040,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,1890,PRT,38,1038,3,18.0,13.0,0,0,1,2,1,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1039,1905,ESP,52,1038,16,24.0,7.0,0,0,1,1,1,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1040,1906,ESP,47,1038,16,24.0,398.5,0,0,1,1,1,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1041,1907,PRT,67,1038,16,24.0,7.0,0,0,1,1,1,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1042,1908,ESP,45,1038,3,24.0,7.0,0,0,1,1,1,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1043,1910,ESP,31,1038,3,24.0,7.0,0,0,1,1,1,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1044,1912,PRT,27,1038,3,18.0,13.0,0,0,1,2,1,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1045,1913,PRT,50,1038,3,36.0,26.0,0,0,1,4,2,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1046,1915,PRT,55,1038,1,36.0,26.0,0,0,1,4,2,1039,1039,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1055,1934,NOR,29,1037,5,292.0,50.2,0,0,1,4,4,1041,1041,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,1966,NOR,63,1037,5,292.0,86.0,0,0,1,4,4,1041,1041,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,1967,PRT,52,1037,5,292.0,97.5,0,0,1,4,4,1041,1041,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,2037,DEU,70,1034,36,79.5,19.5,0,0,1,1,1,1035,1035,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,2098,DEU,77,1034,36,238.5,20.0,0,0,1,1,1,1035,1035,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,2121,PRT,69,1033,2,118.0,13.0,0,0,2,2,2,833,1034,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,2146,PRT,41,1033,5,59.0,7.0,0,0,1,1,1,1034,1034,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,2147,PRT,60,1033,2,118.0,14.0,0,0,2,2,2,833,1034,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,2151,PRT,52,1033,9,734.0,283.9,0,0,8,19,10,39,1034,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1202,2161,PRT,47,1033,20,8493.65,2587.5,3,1,66,75,95,383,1034,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,2172,PRT,41,1032,37,690.0,140.0,0,0,4,7,7,307,1034,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,2182,FRA,38,1032,2,73.0,7.0,0,0,1,1,1,1033,1033,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,2200,PRT,49,1032,6,219.0,27.0,0,0,1,2,2,1034,1034,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1236,2202,PRT,43,1032,7,73.0,7.0,0,0,1,1,1,1033,1033,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1247,2220,PRT,67,1032,40,497.0,144.0,0,0,4,8,7,307,1034,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,2307,ESP,37,1030,56,174.0,45.5,0,0,1,6,3,1033,1033,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,2309,ESP,49,1030,56,522.0,150.5,0,0,1,6,3,1033,1033,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,2311,CHE,40,1030,57,164.0,42.0,0,0,1,6,2,1032,1032,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,2314,ESP,44,1030,9,246.0,103.0,0,0,1,9,3,1033,1033,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,2390,POL,48,1030,38,189.93,77.2,0,0,1,6,3,1033,1033,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
1343,2430,PRT,64,1029,4,588.0,105.43,0,0,2,7,7,966,1035,Corporate,Complementary,0,0,0,0,0,0,0,1,0,0,0,0,0
1366,2478,ESP,39,1029,56,232.0,97.0,0,0,1,8,4,1033,1033,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,2490,PRT,38,1029,57,174.0,78.0,0,0,1,6,3,1032,1032,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,2492,ESP,33,1029,57,174.0,67.5,0,0,1,6,3,1032,1032,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,2521,ESP,58,1028,0,73.0,7.0,0,0,1,1,1,1029,1029,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,2603,PRT,53,1027,1,354.0,60.0,0,0,4,4,4,938,1028,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1480,2681,PRT,34,1026,3,1293.0,175.0,1,0,15,16,16,194,1027,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1548,2795,PRT,54,1025,4,938.0,564.5,0,0,5,10,6,636,1027,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,2839,PRT,53,1024,4,252.0,48.0,0,0,1,1,1,1025,1025,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,2843,PRT,36,1024,16,623.0,49.0,0,0,3,3,3,594,1025,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,3015,PRT,34,1020,3,146.0,14.0,1,0,2,2,2,1019,1021,Corporate,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
1784,3044,DEU,70,1019,51,79.5,7.0,0,0,1,1,1,1020,1020,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,3045,DEU,77,1019,51,79.5,7.0,0,0,1,1,1,1020,1020,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,3055,AUS,47,1019,0,219.0,70.0,0,0,1,3,3,1022,1022,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,3057,PRT,39,1019,5,878.0,113.0,0,0,11,11,11,312,1020,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,3107,PRT,51,1018,9,73.0,7.0,0,0,1,1,1,1019,1019,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
1891,3158,PRT,63,1017,17,278.0,57.5,0,0,1,4,2,1019,1019,Corporate,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
1892,3159,PRT,38,1017,17,136.0,36.0,0,0,1,4,2,1019,1019,Corporate,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
1894,3162,VEN,39,1017,2,95.0,15.0,0,0,1,2,1,1018,1018,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,3166,PRT,43,1017,17,136.0,36.0,0,0,1,4,2,1019,1019,Corporate,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
1902,3171,PRT,50,1017,17,136.0,36.0,0,0,1,4,2,1019,1019,Corporate,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
1903,3172,PRT,38,1017,17,136.0,36.0,0,0,1,4,2,1019,1019,Corporate,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
1920,3191,PRT,37,1017,17,408.0,84.0,0,0,1,4,2,1019,1019,Corporate,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
1922,3193,PRT,46,1017,17,136.0,36.0,0,0,1,4,2,1019,1019,Corporate,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,3339,PRT,55,1014,5,1186.0,134.5,0,0,6,13,13,538,1015,Corporate,Aviation,0,0,0,0,0,0,0,1,0,0,0,0,0
2029,3347,PRT,33,1014,0,73.0,7.0,0,0,1,1,1,1015,1015,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,3348,ESP,44,1014,3,73.0,33.5,0,0,1,1,1,1015,1015,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,3718,FRA,38,1006,0,73.0,7.0,0,0,1,1,1,1007,1007,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,3772,ESP,54,1005,3,304.0,44.0,0,0,3,3,3,592,1006,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,3777,PRT,40,1005,5,2998.0,315.5,2,1,29,33,33,12,1006,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,3821,PRT,46,1004,3,560.0,269.4,0,0,4,7,7,57,1005,Corporate,Corporate,1,0,0,0,0,0,0,1,0,0,1,0,0
2512,3865,PRT,63,1003,1,59.0,7.0,0,0,1,1,1,1004,1004,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,4178,GRC,34,998,0,125.0,12.0,0,0,1,1,1,999,999,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,4181,USA,77,998,25,157.0,90.75,0,0,2,3,2,659,999,Corporate,Corporate,0,0,0,1,0,0,0,0,0,0,0,0,0
2814,4200,ITA,63,997,1,252.0,42.5,0,0,2,3,3,424,999,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,4207,BEL,47,997,5,356.0,97.5,0,0,1,4,4,1001,1001,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,4210,PRT,43,997,2,89.0,7.0,0,0,1,1,1,998,998,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,4216,ESP,46,997,7,85.0,18.0,0,0,1,1,1,998,998,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,4250,BEL,49,997,2,89.0,43.0,0,0,1,1,1,998,998,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,4254,PRT,42,997,3,356.0,28.0,0,0,2,2,2,567,998,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,4256,GRC,50,997,5,356.0,66.15,0,0,1,4,4,1001,1001,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,4257,PRT,29,997,6,73.2,7.0,0,0,1,1,1,998,998,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,4316,USA,77,995,31,84.0,49.5,0,0,1,1,1,996,996,Corporate,Corporate,0,0,0,1,0,0,0,0,0,0,0,0,0
2966,4364,USA,62,994,11,84.0,16.99,0,0,1,1,1,995,995,Corporate,Corporate,0,0,0,1,0,0,0,0,0,0,0,0,0
3027,4433,PRT,43,993,0,267.0,52.5,0,0,1,3,3,996,996,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,4484,PRT,48,992,4,1357.0,159.0,0,0,7,17,17,817,995,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,4536,PRT,40,991,2,222.0,51.0,0,0,3,3,3,243,992,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,4544,PRT,67,991,4,178.0,32.0,0,0,1,2,2,993,993,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,4571,DEU,22,991,18,117.0,14.0,0,0,1,2,1,992,992,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,4585,DEU,35,991,18,117.0,18.0,0,0,1,2,1,992,992,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,4592,CHE,51,991,18,117.0,18.0,0,0,1,2,1,992,992,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,4640,PRT,42,990,4,540.0,35.0,0,1,2,5,5,581,994,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
3266,4704,AUT,41,989,1,2409.0,252.15,0,0,4,9,9,539,991,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,4889,PRT,41,985,0,79.0,16.0,0,0,1,1,1,986,986,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,4947,DEU,52,984,3,613.5,53.0,0,0,3,5,5,439,986,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
3502,4968,PRT,40,984,4,448.0,71.0,0,0,4,5,5,698,985,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
