, ID,Nationality,Age,DaysSinceCreation,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,DaysSinceFirstStay,DistributionChannel,MarketSegment,SRHighFloor,SRLowFloor,SRAccessibleRoom,SRMediumFloor,SRBathtub,SRShower,SRCrib,SRKingSizeBed,SRTwinBed,SRNearElevator,SRAwayFromElevator,SRNoAlcoholInMiniBar,SRQuietRoom
42285,47819,PRT,62,300,19,236.0,28.0,0,0,4,4,4,260,301,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
42286,47820,PRT,65,300,25,295.0,41.0,0,0,5,5,5,249,301,Corporate,Corporate,0,1,0,0,0,0,0,1,0,0,0,0,0
42290,47825,PRT,58,300,22,655.0,72.0,2,0,6,10,10,118,301,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,1
42293,47831,PRT,51,300,11,649.0,163.0,1,0,6,12,10,4,301,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
42333,47910,PRT,42,299,3,74.0,7.0,0,0,3,3,3,8,300,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
42340,47925,PRT,58,299,52,1186.0,193.0,3,1,10,18,18,12,300,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
42368,47967,PRT,51,299,3,511.2,58.8,0,0,4,6,6,154,300,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
42387,48004,PRT,47,298,4,168.0,14.0,1,0,2,2,2,26,299,Corporate,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
42763,48691,PRT,46,292,16,1719.0,2712.5,1,0,10,12,8,5,355,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
43032,49170,PRT,23,287,6,726.0,79.2,0,0,3,3,3,244,288,Travel Agent/Operator,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
43033,49171,PRT,44,287,15,1458.5,7730.25,0,0,9,25,13,21,288,Travel Agent/Operator,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
43211,49405,ESP,37,284,31,1354.5,94.0,0,0,5,12,12,14,286,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
43933,50907,CHE,50,272,46,954.0,211.0,0,0,3,12,3,269,273,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
44002,51048,PRT,43,270,3,431.0,53.0,0,0,3,3,3,39,271,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
44071,51190,PRT,45,270,15,478.0,187.0,0,1,6,6,7,20,271,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
44250,51575,PRT,84,267,1,195.0,231.0,0,1,3,6,3,246,268,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
44359,51799,PRT,63,265,17,325.0,21.0,0,0,3,3,3,26,266,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,1,0,0,0,0,1
44528,52103,PRT,59,262,11,584.0,100.99,0,0,8,11,10,26,263,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
44900,52714,PRT,51,257,28,891.0,120.0,2,1,6,14,14,190,258,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
45676,54231,EST,59,246,155,2686.0,246.0,0,0,3,25,15,236,247,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
45929,54746,FRA,76,242,57,4460.0,1355.0,0,0,3,21,7,239,246,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
45942,54772,PRT,48,241,23,413.0,49.0,1,0,5,7,7,118,242,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
45983,54855,FRA,33,241,170,7045.0,1562.0,0,0,3,20,5,237,242,Travel Agent/Operator,Other,0,0,0,0,0,0,1,0,0,0,0,0,0
45984,54859,FRA,34,241,170,6270.0,1298.0,0,0,3,15,5,237,242,Travel Agent/Operator,Other,0,0,0,0,0,0,1,0,0,0,0,0,0
45985,54864,FRA,59,241,170,3814.0,816.0,0,0,3,10,5,237,242,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
45986,54866,FRA,38,241,170,3814.0,1050.0,0,0,3,10,5,237,242,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
45988,54869,FRA,54,240,4,1322.0,438.5,0,0,4,14,11,210,243,Corporate,Corporate,0,0,0,0,0,0,0,1,1,0,0,0,0
46142,55182,DEU,45,238,97,4153.6,337.0,0,0,3,10,8,232,239,Direct,Direct,1,0,0,0,0,0,0,0,1,0,0,0,0
46177,55248,UKR,57,238,92,1460.0,370.0,0,0,3,9,3,237,239,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
46343,55559,PRT,43,234,16,660.0,66.0,1,0,8,11,11,11,237,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
46692,56206,GRC,62,229,6,1444.0,360.0,0,0,4,16,16,198,232,Corporate,Aviation,0,0,0,0,0,0,0,1,0,0,0,0,0
46756,56313,PRT,54,228,3,1986.0,293.5,0,0,3,23,12,220,230,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
46863,56498,PRT,58,226,50,0.0,0.0,0,0,4,12,12,117,229,Travel Agent/Operator,Complementary,0,0,0,0,0,0,0,1,0,0,0,0,0
47103,56984,POL,41,223,42,535.0,110.0,1,0,2,3,3,223,224,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
47308,57368,POL,49,220,19,597.0,56.0,0,0,3,8,4,218,221,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
47324,57395,GBR,66,220,20,858.0,161.5,0,0,3,12,6,218,222,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
47503,57753,DEU,30,217,30,1722.0,214.0,0,0,3,14,7,215,219,Direct,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
47651,58055,ESP,48,213,29,975.0,399.5,0,0,3,16,8,212,217,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
48586,59806,PRT,37,200,6,1372.0,201.0,0,0,3,8,4,199,202,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
48588,59810,DEU,66,200,6,2192.0,272.0,0,0,3,8,4,199,202,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
48704,59996,ISR,63,199,10,986.52,158.0,0,0,4,14,7,197,203,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
48774,60136,ESP,40,198,2,2378.0,1405.0,0,0,4,17,14,189,204,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
48830,60247,AUS,51,197,16,893.0,180.5,0,0,3,5,5,65,199,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
49235,60878,GBR,40,191,1,326.0,52.0,0,0,3,4,4,161,193,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
49282,60971,PRT,52,191,37,1865.0,175.0,4,3,20,25,25,28,192,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
49373,61156,PRT,48,190,58,1357.0,195.0,1,0,12,23,23,12,191,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
49408,61225,PRT,68,189,7,130.0,55.0,1,0,2,4,2,41,190,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
49631,61669,PRT,51,185,9,417.0,107.0,0,0,3,8,7,177,188,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
50121,62614,ESP,45,178,3,1186.0,250.5,0,0,4,14,14,55,180,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
50908,64359,PRT,36,165,13,236.0,64.0,0,0,4,4,4,18,166,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
50958,64461,USA,53,165,13,2833.0,133.5,0,0,3,14,7,164,167,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,1,0,0
51337,65303,PRT,32,158,10,236.0,58.0,1,0,4,4,4,55,159,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
51785,66327,IRL,30,151,9,5579.0,808.0,0,0,3,10,5,150,154,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
52049,66947,PRT,51,145,52,1599.0,206.0,4,0,11,26,26,13,147,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
54252,71772,PRT,47,111,16,0.0,26.0,1,0,34,78,38,77,1116,Direct,Complementary,0,0,0,0,0,0,0,1,1,0,0,0,0
54332,71919,GBR,54,110,14,1011.0,49.0,0,0,4,7,7,28,112,Electronic Distribution,Direct,1,0,0,0,0,0,0,1,0,0,1,0,1
54408,72071,CHE,59,108,50,665.76,90.0,0,0,4,7,7,12,110,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
54487,72216,PRT,49,107,12,1274.0,232.0,1,0,4,12,4,102,108,Direct,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
54604,72438,BEL,63,106,33,434.96,185.07,1,0,2,8,4,106,109,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,1
55500,73943,PRT,47,95,18,252.0,41.0,0,0,3,3,3,47,96,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
55605,74127,PRT,38,94,11,385.0,45.0,0,0,4,5,5,13,95,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
56149,75106,NLD,31,86,83,998.0,348.5,0,1,2,6,6,21,88,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,1
56803,76401,PRT,44,78,1,430.0,79.0,0,0,4,10,5,45,79,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
56984,76752,GBR,31,75,26,3003.0,119.0,0,0,3,3,3,74,76,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,1
56985,76753,AUS,40,75,16,1653.0,75.0,0,0,3,3,3,74,76,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,1
57330,77407,PRT,40,70,19,568.0,149.0,0,0,3,8,4,43,71,Electronic Distribution,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
58379,79359,GBR,49,52,2,222.0,78.5,0,1,3,3,3,13,53,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
58951,80300,USA,49,42,10,435.6,14.0,0,0,4,5,5,34,43,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
59074,80508,GBR,66,40,24,967.45,479.05,0,0,3,15,11,13,41,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
59079,80517,POL,53,39,49,322.44,67.0,0,0,3,7,4,37,40,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
59282,80878,PRT,63,36,45,696.95,202.5,0,0,4,14,7,37,619,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
